milestone_id,project_id,milestone_name,sequence,planned_date,actual_date,status,delay_days,dependency_type
PRJ-SYN-001844-M-04,PRJ-SYN-001844,"EPC Tendering, Technical Evaluation & Contract Award",4,2023-09-26,2024-05-04,COMPLETED,221,PROCUREMENT
PRJ-SYN-001844-M-05,PRJ-SYN-001844,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2024-03-16,2025-01-03,COMPLETED,293,RIGHT_OF_WAY
PRJ-SYN-001844-M-06,PRJ-SYN-001844,"Major Substructure, Earthwork & Foundation Works (50%)",6,2024-10-16,2025-09-23,COMPLETED,342,CIVIL_WORKS
PRJ-SYN-001844-M-07,PRJ-SYN-001844,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2025-05-19,2026-06-28,COMPLETED,405,CIVIL_WORKS
PRJ-SYN-001844-M-08,PRJ-SYN-001844,"Equipment Installation, Signaling & Substation Integration",8,2025-10-09,,DELAYED,690,SYSTEMS_EQUIPMENT
PRJ-SYN-001844-M-09,PRJ-SYN-001844,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2026-01-02,,NOT_STARTED,0,STATUTORY_INSPECTION
PRJ-SYN-001844-M-10,PRJ-SYN-001844,"Final Trial Runs, COD Commercial Operation & Handover",10,2026-03-01,,NOT_STARTED,0,COMMISSIONING
PRJ-SYN-001845-M-01,PRJ-SYN-001845,Feasibility Study & Detailed Project Report (DPR) Approval,1,2020-07-20,2020-08-22,COMPLETED,33,ADMINISTRATIVE
PRJ-SYN-001845-M-02,PRJ-SYN-001845,Statutory Environmental & Forest Clearance Stage-I,2,2020-10-29,2020-12-07,COMPLETED,39,STATUTORY
PRJ-SYN-001845-M-03,PRJ-SYN-001845,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2021-02-06,2021-04-13,COMPLETED,66,LAND_ACQUISITION
PRJ-SYN-001845-M-04,PRJ-SYN-001845,"EPC Tendering, Technical Evaluation & Contract Award",4,2021-05-18,2021-08-20,COMPLETED,94,PROCUREMENT
PRJ-SYN-001845-M-05,PRJ-SYN-001845,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2021-09-16,2022-01-09,COMPLETED,115,RIGHT_OF_WAY
PRJ-SYN-001845-M-06,PRJ-SYN-001845,"Major Substructure, Earthwork & Foundation Works (50%)",6,2022-02-13,2022-06-17,COMPLETED,124,CIVIL_WORKS
PRJ-SYN-001845-M-07,PRJ-SYN-001845,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2022-07-14,2022-12-27,COMPLETED,166,CIVIL_WORKS
PRJ-SYN-001845-M-08,PRJ-SYN-001845,"Equipment Installation, Signaling & Substation Integration",8,2022-10-23,2023-04-16,COMPLETED,175,SYSTEMS_EQUIPMENT
PRJ-SYN-001845-M-09,PRJ-SYN-001845,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2022-12-22,2023-07-16,COMPLETED,206,STATUTORY_INSPECTION
PRJ-SYN-001845-M-10,PRJ-SYN-001845,"Final Trial Runs, COD Commercial Operation & Handover",10,2023-02-01,2023-09-07,COMPLETED,218,COMMISSIONING
PRJ-SYN-001846-M-01,PRJ-SYN-001846,Feasibility Study & Detailed Project Report (DPR) Approval,1,2022-09-06,2022-10-10,COMPLETED,34,ADMINISTRATIVE
PRJ-SYN-001846-M-02,PRJ-SYN-001846,Statutory Environmental & Forest Clearance Stage-I,2,2023-03-23,2023-05-24,COMPLETED,62,STATUTORY
PRJ-SYN-001846-M-03,PRJ-SYN-001846,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2023-10-07,2023-12-16,COMPLETED,70,LAND_ACQUISITION
PRJ-SYN-001846-M-04,PRJ-SYN-001846,"EPC Tendering, Technical Evaluation & Contract Award",4,2024-04-22,2024-08-04,COMPLETED,104,PROCUREMENT
PRJ-SYN-001846-M-05,PRJ-SYN-001846,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2024-12-15,2025-04-15,COMPLETED,121,RIGHT_OF_WAY
PRJ-SYN-001846-M-06,PRJ-SYN-001846,"Major Substructure, Earthwork & Foundation Works (50%)",6,2025-10-08,2026-03-06,COMPLETED,149,CIVIL_WORKS
PRJ-SYN-001846-M-07,PRJ-SYN-001846,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2026-08-01,2027-01-15,COMPLETED,167,CIVIL_WORKS
PRJ-SYN-001846-M-08,PRJ-SYN-001846,"Equipment Installation, Signaling & Substation Integration",8,2027-02-15,,DELAYED,300,SYSTEMS_EQUIPMENT
PRJ-SYN-001846-M-09,PRJ-SYN-001846,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2027-06-13,,NOT_STARTED,0,STATUTORY_INSPECTION
PRJ-SYN-001846-M-10,PRJ-SYN-001846,"Final Trial Runs, COD Commercial Operation & Handover",10,2027-09-01,,NOT_STARTED,0,COMMISSIONING
PRJ-SYN-001847-M-01,PRJ-SYN-001847,Feasibility Study & Detailed Project Report (DPR) Approval,1,2018-05-22,2018-06-29,COMPLETED,38,ADMINISTRATIVE
PRJ-SYN-001847-M-02,PRJ-SYN-001847,Statutory Environmental & Forest Clearance Stage-I,2,2018-09-03,2018-11-04,COMPLETED,62,STATUTORY
PRJ-SYN-001847-M-03,PRJ-SYN-001847,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2018-12-16,2019-03-24,COMPLETED,98,LAND_ACQUISITION
PRJ-SYN-001847-M-04,PRJ-SYN-001847,"EPC Tendering, Technical Evaluation & Contract Award",4,2019-03-30,2019-07-22,COMPLETED,114,PROCUREMENT
PRJ-SYN-001847-M-05,PRJ-SYN-001847,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2019-08-01,2019-12-31,COMPLETED,152,RIGHT_OF_WAY
PRJ-SYN-001847-M-06,PRJ-SYN-001847,"Major Substructure, Earthwork & Foundation Works (50%)",6,2020-01-04,2020-07-05,COMPLETED,183,CIVIL_WORKS
PRJ-SYN-001847-M-07,PRJ-SYN-001847,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2020-06-07,2020-12-28,COMPLETED,204,CIVIL_WORKS
PRJ-SYN-001847-M-08,PRJ-SYN-001847,"Equipment Installation, Signaling & Substation Integration",8,2020-09-19,2021-05-20,COMPLETED,243,SYSTEMS_EQUIPMENT
PRJ-SYN-001847-M-09,PRJ-SYN-001847,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2020-11-20,2021-08-13,COMPLETED,266,STATUTORY_INSPECTION
PRJ-SYN-001847-M-10,PRJ-SYN-001847,"Final Trial Runs, COD Commercial Operation & Handover",10,2021-01-01,2021-10-22,COMPLETED,294,COMMISSIONING
PRJ-SYN-001848-M-01,PRJ-SYN-001848,Feasibility Study & Detailed Project Report (DPR) Approval,1,2023-11-01,2023-12-02,COMPLETED,31,ADMINISTRATIVE
PRJ-SYN-001848-M-02,PRJ-SYN-001848,Statutory Environmental & Forest Clearance Stage-I,2,2024-02-25,2024-04-26,COMPLETED,61,STATUTORY
PRJ-SYN-001848-M-03,PRJ-SYN-001848,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2024-06-19,2024-08-30,COMPLETED,72,LAND_ACQUISITION
PRJ-SYN-001848-M-04,PRJ-SYN-001848,"EPC Tendering, Technical Evaluation & Contract Award",4,2024-10-13,2025-01-26,COMPLETED,105,PROCUREMENT
PRJ-SYN-001848-M-05,PRJ-SYN-001848,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2025-03-01,2025-07-22,COMPLETED,143,RIGHT_OF_WAY
PRJ-SYN-001848-M-06,PRJ-SYN-001848,"Major Substructure, Earthwork & Foundation Works (50%)",6,2025-08-22,2026-01-22,COMPLETED,153,CIVIL_WORKS
PRJ-SYN-001848-M-07,PRJ-SYN-001848,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2026-02-11,2026-09-01,COMPLETED,202,CIVIL_WORKS
PRJ-SYN-001848-M-08,PRJ-SYN-001848,"Equipment Installation, Signaling & Substation Integration",8,2026-06-07,,DELAYED,330,SYSTEMS_EQUIPMENT
PRJ-SYN-001848-M-09,PRJ-SYN-001848,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2026-08-15,,NOT_STARTED,0,STATUTORY_INSPECTION
PRJ-SYN-001848-M-10,PRJ-SYN-001848,"Final Trial Runs, COD Commercial Operation & Handover",10,2026-10-01,,NOT_STARTED,0,COMMISSIONING
PRJ-SYN-001849-M-01,PRJ-SYN-001849,Feasibility Study & Detailed Project Report (DPR) Approval,1,2022-03-03,2022-04-01,COMPLETED,29,ADMINISTRATIVE
PRJ-SYN-001849-M-02,PRJ-SYN-001849,Statutory Environmental & Forest Clearance Stage-I,2,2022-06-27,2022-09-06,COMPLETED,71,STATUTORY
PRJ-SYN-001849-M-03,PRJ-SYN-001849,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2022-10-21,2023-01-12,COMPLETED,83,LAND_ACQUISITION
PRJ-SYN-001849-M-04,PRJ-SYN-001849,"EPC Tendering, Technical Evaluation & Contract Award",4,2023-02-14,2023-06-03,COMPLETED,109,PROCUREMENT
PRJ-SYN-001849-M-05,PRJ-SYN-001849,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2023-07-03,2023-11-27,COMPLETED,147,RIGHT_OF_WAY
PRJ-SYN-001849-M-06,PRJ-SYN-001849,"Major Substructure, Earthwork & Foundation Works (50%)",6,2023-12-23,2024-06-29,COMPLETED,189,CIVIL_WORKS
PRJ-SYN-001849-M-07,PRJ-SYN-001849,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2024-06-14,2025-01-07,COMPLETED,207,CIVIL_WORKS
PRJ-SYN-001849-M-08,PRJ-SYN-001849,"Equipment Installation, Signaling & Substation Integration",8,2024-10-08,2025-06-06,COMPLETED,241,SYSTEMS_EQUIPMENT
PRJ-SYN-001849-M-09,PRJ-SYN-001849,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2024-12-16,2025-09-18,COMPLETED,276,STATUTORY_INSPECTION
PRJ-SYN-001849-M-10,PRJ-SYN-001849,"Final Trial Runs, COD Commercial Operation & Handover",10,2025-02-01,2025-11-22,COMPLETED,294,COMMISSIONING
PRJ-SYN-001850-M-01,PRJ-SYN-001850,Feasibility Study & Detailed Project Report (DPR) Approval,1,2022-07-10,2022-07-21,COMPLETED,11,ADMINISTRATIVE
PRJ-SYN-001850-M-02,PRJ-SYN-001850,Statutory Environmental & Forest Clearance Stage-I,2,2022-12-22,2023-01-24,COMPLETED,33,STATUTORY
PRJ-SYN-001850-M-03,PRJ-SYN-001850,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2023-06-04,2023-07-10,COMPLETED,36,LAND_ACQUISITION
PRJ-SYN-001850-M-04,PRJ-SYN-001850,"EPC Tendering, Technical Evaluation & Contract Award",4,2023-11-16,2024-01-16,COMPLETED,61,PROCUREMENT
PRJ-SYN-001850-M-05,PRJ-SYN-001850,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2024-05-31,2024-08-24,COMPLETED,85,RIGHT_OF_WAY
PRJ-SYN-001850-M-06,PRJ-SYN-001850,"Major Substructure, Earthwork & Foundation Works (50%)",6,2025-02-02,2025-05-02,COMPLETED,89,CIVIL_WORKS
PRJ-SYN-001850-M-07,PRJ-SYN-001850,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2025-10-07,2026-01-23,COMPLETED,108,CIVIL_WORKS
PRJ-SYN-001850-M-08,PRJ-SYN-001850,"Equipment Installation, Signaling & Substation Integration",8,2026-03-20,2026-07-29,COMPLETED,131,SYSTEMS_EQUIPMENT
PRJ-SYN-001850-M-09,PRJ-SYN-001850,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2026-06-27,,AT_RISK,90,STATUTORY_INSPECTION
PRJ-SYN-001850-M-10,PRJ-SYN-001850,"Final Trial Runs, COD Commercial Operation & Handover",10,2026-09-01,,NOT_STARTED,0,COMMISSIONING
PRJ-SYN-001851-M-01,PRJ-SYN-001851,Feasibility Study & Detailed Project Report (DPR) Approval,1,2023-07-09,2023-07-18,COMPLETED,9,ADMINISTRATIVE
PRJ-SYN-001851-M-02,PRJ-SYN-001851,Statutory Environmental & Forest Clearance Stage-I,2,2023-11-11,2023-11-11,COMPLETED,0,STATUTORY
PRJ-SYN-001851-M-03,PRJ-SYN-001851,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2024-03-15,2024-03-15,COMPLETED,0,LAND_ACQUISITION
PRJ-SYN-001851-M-04,PRJ-SYN-001851,"EPC Tendering, Technical Evaluation & Contract Award",4,2024-07-18,2024-08-01,COMPLETED,14,PROCUREMENT
PRJ-SYN-001851-M-05,PRJ-SYN-001851,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2024-12-15,2024-12-26,COMPLETED,11,RIGHT_OF_WAY
PRJ-SYN-001851-M-06,PRJ-SYN-001851,"Major Substructure, Earthwork & Foundation Works (50%)",6,2025-06-20,2025-06-20,COMPLETED,0,CIVIL_WORKS
PRJ-SYN-001851-M-07,PRJ-SYN-001851,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2025-12-25,2025-12-27,COMPLETED,2,CIVIL_WORKS
PRJ-SYN-001851-M-08,PRJ-SYN-001851,"Equipment Installation, Signaling & Substation Integration",8,2026-04-29,2026-04-29,COMPLETED,0,SYSTEMS_EQUIPMENT
PRJ-SYN-001851-M-09,PRJ-SYN-001851,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2026-07-13,,ON_TRACK,0,STATUTORY_INSPECTION
PRJ-SYN-001851-M-10,PRJ-SYN-001851,"Final Trial Runs, COD Commercial Operation & Handover",10,2026-09-01,,NOT_STARTED,0,COMMISSIONING
PRJ-SYN-001852-M-01,PRJ-SYN-001852,Feasibility Study & Detailed Project Report (DPR) Approval,1,2019-06-27,2019-08-05,COMPLETED,39,ADMINISTRATIVE
PRJ-SYN-001852-M-02,PRJ-SYN-001852,Statutory Environmental & Forest Clearance Stage-I,2,2019-10-15,2019-12-19,COMPLETED,65,STATUTORY
PRJ-SYN-001852-M-03,PRJ-SYN-001852,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2020-02-01,2020-05-12,COMPLETED,101,LAND_ACQUISITION
PRJ-SYN-001852-M-04,PRJ-SYN-001852,"EPC Tendering, Technical Evaluation & Contract Award",4,2020-05-21,2020-10-08,COMPLETED,140,PROCUREMENT
PRJ-SYN-001852-M-05,PRJ-SYN-001852,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2020-09-30,2021-03-04,COMPLETED,155,RIGHT_OF_WAY
PRJ-SYN-001852-M-06,PRJ-SYN-001852,"Major Substructure, Earthwork & Foundation Works (50%)",6,2021-03-13,2021-09-11,COMPLETED,182,CIVIL_WORKS
PRJ-SYN-001852-M-07,PRJ-SYN-001852,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2021-08-24,2022-04-13,COMPLETED,232,CIVIL_WORKS
PRJ-SYN-001852-M-08,PRJ-SYN-001852,"Equipment Installation, Signaling & Substation Integration",8,2021-12-12,2022-08-20,COMPLETED,251,SYSTEMS_EQUIPMENT
PRJ-SYN-001852-M-09,PRJ-SYN-001852,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2022-02-16,2022-12-12,COMPLETED,299,STATUTORY_INSPECTION
PRJ-SYN-001852-M-10,PRJ-SYN-001852,"Final Trial Runs, COD Commercial Operation & Handover",10,2022-04-01,2023-02-14,COMPLETED,319,COMMISSIONING
PRJ-SYN-001853-M-01,PRJ-SYN-001853,Feasibility Study & Detailed Project Report (DPR) Approval,1,2020-09-06,2020-10-14,COMPLETED,38,ADMINISTRATIVE
PRJ-SYN-001853-M-02,PRJ-SYN-001853,Statutory Environmental & Forest Clearance Stage-I,2,2021-01-06,2021-03-28,COMPLETED,81,STATUTORY
PRJ-SYN-001853-M-03,PRJ-SYN-001853,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2021-05-07,2021-08-16,COMPLETED,101,LAND_ACQUISITION
PRJ-SYN-001853-M-04,PRJ-SYN-001853,"EPC Tendering, Technical Evaluation & Contract Award",4,2021-09-06,2022-02-03,COMPLETED,150,PROCUREMENT
PRJ-SYN-001853-M-05,PRJ-SYN-001853,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2022-01-30,2022-08-08,COMPLETED,190,RIGHT_OF_WAY
PRJ-SYN-001853-M-06,PRJ-SYN-001853,"Major Substructure, Earthwork & Foundation Works (50%)",6,2022-08-01,2023-03-21,COMPLETED,232,CIVIL_WORKS
PRJ-SYN-001853-M-07,PRJ-SYN-001853,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2023-01-30,2023-10-27,COMPLETED,270,CIVIL_WORKS
PRJ-SYN-001853-M-08,PRJ-SYN-001853,"Equipment Installation, Signaling & Substation Integration",8,2023-06-01,2024-03-26,COMPLETED,299,SYSTEMS_EQUIPMENT
PRJ-SYN-001853-M-09,PRJ-SYN-001853,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2023-08-13,2024-07-11,COMPLETED,333,STATUTORY_INSPECTION
PRJ-SYN-001853-M-10,PRJ-SYN-001853,"Final Trial Runs, COD Commercial Operation & Handover",10,2023-10-01,2024-10-10,COMPLETED,375,COMMISSIONING
PRJ-SYN-001854-M-01,PRJ-SYN-001854,Feasibility Study & Detailed Project Report (DPR) Approval,1,2024-02-11,2024-03-04,COMPLETED,22,ADMINISTRATIVE
PRJ-SYN-001854-M-02,PRJ-SYN-001854,Statutory Environmental & Forest Clearance Stage-I,2,2024-07-28,2024-09-15,COMPLETED,49,STATUTORY
PRJ-SYN-001854-M-03,PRJ-SYN-001854,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2025-01-11,2025-04-17,COMPLETED,96,LAND_ACQUISITION
PRJ-SYN-001854-M-04,PRJ-SYN-001854,"EPC Tendering, Technical Evaluation & Contract Award",4,2025-06-28,2025-10-15,COMPLETED,109,PROCUREMENT
PRJ-SYN-001854-M-05,PRJ-SYN-001854,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2026-01-15,,DELAYED,360,RIGHT_OF_WAY
PRJ-SYN-001854-M-06,PRJ-SYN-001854,"Major Substructure, Earthwork & Foundation Works (50%)",6,2026-09-23,,NOT_STARTED,0,CIVIL_WORKS
PRJ-SYN-001854-M-07,PRJ-SYN-001854,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2027-06-01,,NOT_STARTED,0,CIVIL_WORKS
PRJ-SYN-001854-M-08,PRJ-SYN-001854,"Equipment Installation, Signaling & Substation Integration",8,2027-11-15,,NOT_STARTED,0,SYSTEMS_EQUIPMENT
PRJ-SYN-001854-M-09,PRJ-SYN-001854,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2028-02-24,,NOT_STARTED,0,STATUTORY_INSPECTION
PRJ-SYN-001854-M-10,PRJ-SYN-001854,"Final Trial Runs, COD Commercial Operation & Handover",10,2028-05-01,,NOT_STARTED,0,COMMISSIONING
PRJ-SYN-001855-M-01,PRJ-SYN-001855,Feasibility Study & Detailed Project Report (DPR) Approval,1,2020-05-19,2020-08-11,COMPLETED,84,ADMINISTRATIVE
PRJ-SYN-001855-M-02,PRJ-SYN-001855,Statutory Environmental & Forest Clearance Stage-I,2,2020-12-18,2021-05-24,COMPLETED,157,STATUTORY
PRJ-SYN-001855-M-03,PRJ-SYN-001855,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2021-07-19,2022-03-04,COMPLETED,228,LAND_ACQUISITION
PRJ-SYN-001855-M-04,PRJ-SYN-001855,"EPC Tendering, Technical Evaluation & Contract Award",4,2022-02-17,2022-12-18,COMPLETED,304,PROCUREMENT
PRJ-SYN-001855-M-05,PRJ-SYN-001855,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2022-10-31,2023-11-04,COMPLETED,369,RIGHT_OF_WAY
PRJ-SYN-001855-M-06,PRJ-SYN-001855,"Major Substructure, Earthwork & Foundation Works (50%)",6,2023-09-16,2024-11-23,COMPLETED,434,CIVIL_WORKS
PRJ-SYN-001855-M-07,PRJ-SYN-001855,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2024-07-31,2025-12-21,COMPLETED,508,CIVIL_WORKS
PRJ-SYN-001855-M-08,PRJ-SYN-001855,"Equipment Installation, Signaling & Substation Integration",8,2025-03-01,,DELAYED,900,SYSTEMS_EQUIPMENT
PRJ-SYN-001855-M-09,PRJ-SYN-001855,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2025-07-07,,NOT_STARTED,0,STATUTORY_INSPECTION
PRJ-SYN-001855-M-10,PRJ-SYN-001855,"Final Trial Runs, COD Commercial Operation & Handover",10,2025-10-01,,NOT_STARTED,0,COMMISSIONING
PRJ-SYN-001856-M-01,PRJ-SYN-001856,Feasibility Study & Detailed Project Report (DPR) Approval,1,2024-02-08,2024-04-08,COMPLETED,60,ADMINISTRATIVE
PRJ-SYN-001856-M-02,PRJ-SYN-001856,Statutory Environmental & Forest Clearance Stage-I,2,2024-08-27,2024-12-22,COMPLETED,117,STATUTORY
PRJ-SYN-001856-M-03,PRJ-SYN-001856,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2025-03-16,,DELAYED,690,LAND_ACQUISITION
PRJ-SYN-001856-M-04,PRJ-SYN-001856,"EPC Tendering, Technical Evaluation & Contract Award",4,2025-10-03,,NOT_STARTED,0,PROCUREMENT
PRJ-SYN-001856-M-05,PRJ-SYN-001856,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2026-06-01,,NOT_STARTED,0,RIGHT_OF_WAY
PRJ-SYN-001856-M-06,PRJ-SYN-001856,"Major Substructure, Earthwork & Foundation Works (50%)",6,2027-03-29,,NOT_STARTED,0,CIVIL_WORKS
PRJ-SYN-001856-M-07,PRJ-SYN-001856,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2028-01-24,,NOT_STARTED,0,CIVIL_WORKS
PRJ-SYN-001856-M-08,PRJ-SYN-001856,"Equipment Installation, Signaling & Substation Integration",8,2028-08-12,,NOT_STARTED,0,SYSTEMS_EQUIPMENT
PRJ-SYN-001856-M-09,PRJ-SYN-001856,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2028-12-10,,NOT_STARTED,0,STATUTORY_INSPECTION
PRJ-SYN-001856-M-10,PRJ-SYN-001856,"Final Trial Runs, COD Commercial Operation & Handover",10,2029-03-01,,NOT_STARTED,0,COMMISSIONING
PRJ-SYN-001857-M-01,PRJ-SYN-001857,Feasibility Study & Detailed Project Report (DPR) Approval,1,2021-05-10,2021-05-26,COMPLETED,16,ADMINISTRATIVE
PRJ-SYN-001857-M-02,PRJ-SYN-001857,Statutory Environmental & Forest Clearance Stage-I,2,2021-08-06,2021-09-16,COMPLETED,41,STATUTORY
PRJ-SYN-001857-M-03,PRJ-SYN-001857,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2021-11-03,2021-12-07,COMPLETED,34,LAND_ACQUISITION
PRJ-SYN-001857-M-04,PRJ-SYN-001857,"EPC Tendering, Technical Evaluation & Contract Award",4,2022-01-30,2022-03-29,COMPLETED,58,PROCUREMENT
PRJ-SYN-001857-M-05,PRJ-SYN-001857,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2022-05-16,2022-07-26,COMPLETED,71,RIGHT_OF_WAY
PRJ-SYN-001857-M-06,PRJ-SYN-001857,"Major Substructure, Earthwork & Foundation Works (50%)",6,2022-09-25,2022-12-27,COMPLETED,93,CIVIL_WORKS
PRJ-SYN-001857-M-07,PRJ-SYN-001857,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2023-02-05,2023-05-18,COMPLETED,102,CIVIL_WORKS
PRJ-SYN-001857-M-08,PRJ-SYN-001857,"Equipment Installation, Signaling & Substation Integration",8,2023-05-04,2023-09-12,COMPLETED,131,SYSTEMS_EQUIPMENT
PRJ-SYN-001857-M-09,PRJ-SYN-001857,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2023-06-26,2023-10-29,COMPLETED,125,STATUTORY_INSPECTION
PRJ-SYN-001857-M-10,PRJ-SYN-001857,"Final Trial Runs, COD Commercial Operation & Handover",10,2023-08-01,2024-01-04,COMPLETED,156,COMMISSIONING
PRJ-SYN-001858-M-01,PRJ-SYN-001858,Feasibility Study & Detailed Project Report (DPR) Approval,1,2020-10-11,2020-11-02,COMPLETED,22,ADMINISTRATIVE
PRJ-SYN-001858-M-02,PRJ-SYN-001858,Statutory Environmental & Forest Clearance Stage-I,2,2021-05-03,2021-07-14,COMPLETED,72,STATUTORY
PRJ-SYN-001858-M-03,PRJ-SYN-001858,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2021-11-23,2022-02-25,COMPLETED,94,LAND_ACQUISITION
PRJ-SYN-001858-M-04,PRJ-SYN-001858,"EPC Tendering, Technical Evaluation & Contract Award",4,2022-06-15,2022-11-03,COMPLETED,141,PROCUREMENT
PRJ-SYN-001858-M-05,PRJ-SYN-001858,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2023-02-15,2023-07-22,COMPLETED,157,RIGHT_OF_WAY
PRJ-SYN-001858-M-06,PRJ-SYN-001858,"Major Substructure, Earthwork & Foundation Works (50%)",6,2023-12-18,2024-06-17,COMPLETED,182,CIVIL_WORKS
PRJ-SYN-001858-M-07,PRJ-SYN-001858,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2024-10-19,2025-06-10,COMPLETED,234,CIVIL_WORKS
PRJ-SYN-001858-M-08,PRJ-SYN-001858,"Equipment Installation, Signaling & Substation Integration",8,2025-05-11,2026-01-22,COMPLETED,256,SYSTEMS_EQUIPMENT
PRJ-SYN-001858-M-09,PRJ-SYN-001858,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2025-09-10,,DELAYED,390,STATUTORY_INSPECTION
PRJ-SYN-001858-M-10,PRJ-SYN-001858,"Final Trial Runs, COD Commercial Operation & Handover",10,2025-12-01,,NOT_STARTED,0,COMMISSIONING
PRJ-SYN-001859-M-01,PRJ-SYN-001859,Feasibility Study & Detailed Project Report (DPR) Approval,1,2023-08-18,2023-10-27,COMPLETED,70,ADMINISTRATIVE
PRJ-SYN-001859-M-02,PRJ-SYN-001859,Statutory Environmental & Forest Clearance Stage-I,2,2024-03-18,2024-08-06,COMPLETED,141,STATUTORY
PRJ-SYN-001859-M-03,PRJ-SYN-001859,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2024-10-18,2025-05-21,COMPLETED,215,LAND_ACQUISITION
PRJ-SYN-001859-M-04,PRJ-SYN-001859,"EPC Tendering, Technical Evaluation & Contract Award",4,2025-05-19,,DELAYED,900,PROCUREMENT
PRJ-SYN-001859-M-05,PRJ-SYN-001859,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2026-01-30,,NOT_STARTED,0,RIGHT_OF_WAY
PRJ-SYN-001859-M-06,PRJ-SYN-001859,"Major Substructure, Earthwork & Foundation Works (50%)",6,2026-12-16,,NOT_STARTED,0,CIVIL_WORKS
PRJ-SYN-001859-M-07,PRJ-SYN-001859,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2027-11-01,,NOT_STARTED,0,CIVIL_WORKS
PRJ-SYN-001859-M-08,PRJ-SYN-001859,"Equipment Installation, Signaling & Substation Integration",8,2028-06-01,,NOT_STARTED,0,SYSTEMS_EQUIPMENT
PRJ-SYN-001859-M-09,PRJ-SYN-001859,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2028-10-07,,NOT_STARTED,0,STATUTORY_INSPECTION
PRJ-SYN-001859-M-10,PRJ-SYN-001859,"Final Trial Runs, COD Commercial Operation & Handover",10,2029-01-01,,NOT_STARTED,0,COMMISSIONING
